id	idolId	name	evolutionName	rarity	attribute	type	appeal	stamina	technique	skillId	skillTitle	skillFields	conditionFields	personalSkillIds	skillFields1	conditionFields1	skillFields2	conditionFields2
147	honoka	あなたには特別おまけしちゃうよ	僕らのLIVE 君とのLIFE	SR	natural	voltage	5586	5586	5755	voltageUp_probability_sameType	きっとうまくいくよ！	5,5.2	30	appealPlus_passive_sameAttribute,skillInvocationUp_acSuccess_everyone	3.2		10,8	50
148	chika	旅館のお手伝い	青空Jumping Heart	SR	pure	sp	4739	4569	7619	spGaugeGainRate_probability_none	一生消えない思い出を	sp,7	30	techniquePlus_passive_sameTeam,spSkillUp_acStart_none	5		appeal,8	30
149	you	このアトラクション、面白ーい♪	Miracle voyage	UR	smile	sp	9638	8812	9087	spGaugeGainRate_probability_none	夢が現実に	sp,9	33	appealPlus_passive_sameTeam,spGaugeGainUp_acStart_sameTeam	7		10,10	30
150	shizuku	ここで転ぶわけにはいきません！	Miracle voyage	UR	pure	skill	11351	7568	8108	criticalRateUp_probability_sameTeam	いざ！大海原へ	10,10	33	appealPlus_passive_sameTeam,appealPlus_musicStart_sameTeam	7		5	50
151	karin	ほかのみんなには悪いけど	わくわくアニマル	SR	natural	voltage	4987	5818	5818	voltageGain_probability_none	取り憑いちゃうわ♪	appeal,37	30	appealPlus_passive_sameAttribute,damageReductionAc_acStart_none	3.2		3	20
152	umi	水上アスレチックで決めましょう	Miracle voyage	UR	natural	guard	6283	10546	5610	shieldGain_probability_none	新たな発見	stamina,32	33	staminaPlus_passive_sameTeam,staminaRecoveryType_acSuccess_none	7		guard,300	20
153	maki	……ふふふ♪やっほーーー♪	僕らのLIVE 君とのLIFE	SR	smile	guard	4576	4576	4715	shieldGain_probability_none	眩しい笑顔	stamina,27	30	techniquePlus_passive_sameType,staminaRecovery_acFailed_none	3.2		stamina,20	50
154	hanamaru	いただきまーす♪	青空Jumping Heart	SR	pure	sp	5548	4161	4161	spGaugeGainUp_probability_sameGrade	元気いっぱいずら♪	5,4.2	30	techniquePlus_passive_sameType,spGaugeGainRate_musicStart_none	3.2		appeal,10	30
155	hanayo	もうかわいすぎるから、ぎゅ〜	ハッピーパレード	UR	smile	voltage	12392	5508	9638	appealUp_probability_sameGrade	一緒に踊りましょう♪	5,7.2	33	staminaPlus_passive_everyone,skillInvocationUp_changeTeam_everyone	4.2		10,10	30
156	dia	浦の星女学院の生徒として	青空Jumping Heart	SR	natural	skill	5416	4739	6772	appealUp_probability_sameTeam	真心を込めて	5,7	30	staminaPlus_passive_sameTeam,voltageGain_changeTeam_none	5		appeal,30	20
157	ruby	ほっぺた落ちちゃいそう	Sweets Deco	UR	pure	sp	9087	9638	8812	spGaugeGainUp_probability_everyone	Charming Lolipop	10,6.2	33	appealPlus_passive_everyone,spGaugeGainUp_changeTeam_everyone	4.2		15,10	30
158	ayumu	あっ、みんな来てくれたの？	Sweets Deco	UR	active	guard	5945	12974	8108	staminaRecovery_probability_none	Creamy Berry	stamina,32	33	staminaPlus_passive_sameTeam,shieldGain_changeTeam_none	7		stamina,10	20
159	setsuna	作り立ての私の自信作です♪	わくわくアニマル	SR	active	sp	7480	3325	5818	spSkillUp_probability_none	白黒つけましょうー！	appeal,22	30	staminaPlus_passive_sameType,criticalRateAc_acStart_sameType	3.2		5	20
160	eri	いや、私は本当にいいから！	Sweets Deco	UR	cool	skill	7180	6283	8976	voltageUp_probability_sameTeam	ビターなお誘い	5,5	33	techniquePlus_passive_sameTeam,spGaugeGainRate_musicStart_none	7		technique,10	30
161	nozomi	ウチが占ってあげる	僕らのLIVE 君とのLIFE	SR	natural	guard	4576	4855	4437	staminaRecovery_probability_none	運命で繋がっているんよ	stamina,32	30	staminaPlus_passive_sameType,revival_musicStart_none	3.2		10	30
162	kanan	ほら、早く早く	青空Jumping Heart	SR	pure	voltage	3883	4437	5548	criticalRateUp_probability_sameAttribute	こっちにおいでよ♪	3,10	30	techniquePlus_passive_sameAttribute,appealUp_changeTeam_sameAttribute	3.2		5,2.5	20
163	niko	……ありがと。	スマイリーエンジェル	UR	smile	guard	8425	14141	7520	staminaRecovery_probability_none	みんな虜にしちゃうにこ♪	stamina,40	33	staminaPlus_passive_sameType,staminaRecovery_damage_none	5.2		stamina,5	500,10
164	emma	お花の冠？あなたが作ったの？	Delightful Waltz	UR	natural	sp	9465	5916	14198	spGaugeGainRate_probability_none	みんなで歌おう	sp,9	33	techniquePlus_passive_everyone,spGaugeGain_changeTeam_none	4.2		600	40
165	kasumi	食べる人の顔が楽しみですね〜♡	レインボーローズ	SR	natural	sp	7109	4739	5079	spGaugeGainRate_probability_none	よそ見厳禁！	sp,7	30	techniquePlus_passive_sameType,skillInvocationUp_acSuccess_myself	3.2		5,20	20
166	rina	一番気に入った璃奈ちゃんボード	レインボーローズ	SR	smile	skill	5079	6433	5416	appealUp_probability_everyone	みんなと繋がりたい♪	5,3.2	30	appealPlus_passive_sameGrade,criticalRateUp_changeTeam_sameTeam	3.2		10,10	20
167	kasumi	お待たせしましたぁ	フラワーシンフォニー	UR	smile	skill	8649	5675	12702	appealUp_probability_everyone	ハートを咲かせます♪	5,6.2	33	appealPlus_passive_sameAttribute,deactivation_spSkill_everyone	5.2			50
168	maki	私の……誕生花だもの	フラワーシンフォニー	UR	active	sp	10465	8812	8262	spSkillUp_probability_none	ローズカーニバル	appeal,32	33	techniquePlus_passive_sameAttribute,spGaugeGainUp_changeTeam_everyone	5.2		15,15	30
169	eri	まぁっ……すごく綺麗なお花！	僕らのLIVE 君とのLIFE	SR	pure	sp	5079	6772	5079	spSkillUp_probability_none	本当にやりたかったこと	appeal,22	30	appealPlus_passive_sameAttribute,criticalPlus_musicStart_everyone	3.2		3	30
170	riko	今日だけしかできない二人の音	フラワーシンフォニー	UR	elegant	voltage	8527	6732	7180	appealUp_probability_everyone	私にも棘があるかもよ？	5,5.2	33	techniquePlus_passive_everyone,appealUpType_acStart_sameTeam	4.2		5,voltage,1	20
171	yoshiko	ふっふっふ……待っててリリー	青空Jumping Heart	SR	active	voltage	4161	4855	4855	spSkillUp_probability_none	まだまだ行くわよ！	appeal,20	30	techniquePlus_passive_sameAttribute,voltageUp_changeTeam_sameAttribute	3.2		5,2	20
172	karin	私についてらっしゃい♪	レインボーローズ	SR	elegant	guard	4437	5270	4161	damageReduction_probability_none	最高のパフォーマンスを見せるわ	10,10	30	staminaPlus_passive_sameAttribute,deactivation_changeTeam_everyone	3.2			20
173	rina	絶対クリアする……！	フィーリングシグナル	UR	elegant	sp	9458	8649	8918	staminaRecovery_probability_none	伝えたい想い	technique,32	33	techniquePlus_passive_sameGrade,spGaugeGainRate_musicStart_none	5.2		appeal,10	30
174	niko	ワン、ツー、スリー、フォー	僕らのLIVE 君とのLIFE	SR	cool	skill	5079	5926	5926	criticalUp_probability_sameTeam	ラブにこ♪	10,7	30	appealPlus_passive_sameAttribute,criticalPlus_musicStart_everyone	3.2		3	30
175	honoka	ちょっと待って……ひゃあああっ	竜宮城の姫君	UR	pure	voltage	10465	8812	8262	voltageGain_probability_none	あなたも竜宮城へ行こう♪	appeal,37	33	appealPlus_passive_sameAttribute,criticalRateUp_spSkill_everyone	5.2		3,15	50
176	ai	UMAも絶対食いつくよ！	竜宮城の姫君	UR	elegant	guard	8919	9458	8649	shieldGain_probability_none	竜宮城へようこそ♪	stamina,32	33	appealPlus_passive_sameTeam,damageReduction_spSkill_none	5		10,5	50
177	ayumu	明日もまた会いに来るね	レインボーローズ	SR	elegant	skill	5079	5079	6772	spSkillUp_probability_none	踏み出したステップ	appeal,22	30	appealPlus_passive_sameAttribute,appealPlus_acSuccess_everyone	3.2		3	30
178	kanan	もう少し深く潜ってみようかな	竜宮城の姫君	UR	pure	skill	7854	7405	7180	spSkillUp_probability_none	まだ帰さないからね	appeal,30	33	techniquePlus_passive_sameAttribute,deactivation_changeTeam_everyone	5.2			20
179	you	水平線の先まで見渡せるよ！	青空Jumping Heart	SR	smile	guard	4576	4576	4715	damageReduction_probability_none	絶好調であります！	10,10	30	staminaPlus_passive_sameAttribute,staminaRecovery_acStart_none	3.2		stamina,20	30
180	hanayo	役に立てることがあるなら	僕らのLIVE 君とのLIFE	SR	pure	sp	5824	3883	4161	spGaugeGainRate_probability_none	笑顔が届きますように…っ！	sp,6	30	staminaPlus_passive_sameAttribute,staminaRecovery_damage_none	3.2		technique,25	2000,40
181	mari	私がサポートしてあげる♪	ロイヤルプリンセス	UR	cool	skill	9628	9628	10832	staminaRecovery_probability_none	Shall We Dance？	technique,40	33	appealPlus_passive_sameTeam,appealPlus_musicStart_everyone	7		5	30
182	kanata	次は彼方ちゃんの番で〜す♪	天使の子守歌	UR	elegant	voltage	12718	5324	11535	appealUp_probability_sameGrade	夢の世界へようこそ〜	5,7.2	33	appealPlus_passive_everyone,appealPlus_acStartOnce_everyone	4.2		5	30
183	rin	むにゃむにゃ……うへへ	僕らのLIVE 君とのLIFE	SR	active	voltage	5416	6433	5079	voltageUp_probability_sameType	盛り上がっていこうにゃー♪	5,5.2	30	appealPlus_passive_sameAttribute,appealUp_acFailed_friends	3.2		10,10	80
184	emma	どこもこれも美味しそう	レインボーローズ	SR	smile	sp	5079	5079	6772	skillInvocationUp_probability_sameTeam	準備はい〜い？	5,4	30	staminaPlus_passive_sameAttribute,appealPlus_acSuccessOnce_everyone	3.2		3	30
185	emma	持ってきたんだよ	無邪気な赤ずきん	UR	pure	guard	8812	10465	8262	shieldGain_probability_none	喜んでくれるといいな♪	stamina,32	33	staminaPlus_passive_sameAttribute,shieldGain_musicStart_none	5.2		stamina,32	30
186	rin	全速力で行くにゃ〜♪	森のハンターガール	UR	pure	skill	9638	8812	9087	skillInvocationUp_probability_sameTeam	逃さないにゃ♪	5,5	33	staminaPlus_passive_sameAttribute,voltagePlus_musicStart_everyone	5.2		4	30
187	umi	全く、あなた達は…	僕らのLIVE 君とのLIFE	SR	smile	skill	5926	5586	5416	criticalUp_probability_sameTeam	私だって負けません！	10,7	30	appealPlus_passive_sameTeam,skillInvocationUp_changeTeam_everyone	5		5,8	30
188	chika	結構上手くない？	ミッドナイトウルフ	UR	cool	sp	7180	6263	8976	spGaugeGainRate_probability_none	捕まえちゃうぞ！	sp,8	33	techniquePlus_passive_sameTeam,spSkillUp_acStart_none	7		appeal,15	30
189	setsuna	気を付けてくださいね〜！	レインボーローズ	SR	smile	voltage	5824	3883	4161	spGaugeGainUp_probability_sameGrade	さぁ、あなたも一緒に！	5,3.9	30	techniquePlus_passive_myself,skillInvocationUp_acStart_everyone	7		10,8	30
190	ruby	いいなぁ、食べたい……！	青空Jumping Heart	SR	active	guard	3883	4437	5548	shieldGain_probability_none	ちっちゃなルビィの大きな夢	stamina,24	30	staminaPlus_passive_sameAttribute,staminaRecovery_damage_none	3.2		stamina,15	2000,40
191	karin	キミをドキっとさせちゃった？	セレブリティ・ブルー	UR	elegant	voltage	10465	8262	8812	voltageGain_probability_none	じーっと見すぎよ！	appeal,37	33	techniquePlus_passive_everyone,shieldGain_acSuccess_none	4.2		stamina,10	20
192	mari	はい♪聞いてみて	青空Jumping Heart	SR	elegant	sp	5079	6433	5416	spGaugeGainUp_probability_everyone	レッツ！シング・ア・ソング♪	5,4.2	30	techniquePlus_passive_sameTeam,spSkillUp_acStart_none	5		appeal,8	30
193	nozomi	いたいのいたいのとんでけ〜♪	マジカル☆フィーバー	UR	cool	voltage	11016	6884	9638	appealUp_probability_sameTeam	うちの虜になる魔法やん♪	5,9	33	appealPlus_passive_everyone,appealPlus_acSuccessOnce_everyone	4.2		5	30
194	dia	ハグしてさしあげますわ	マジカル☆フィーバー	UR	active	guard	8262	12392	6884	damageReduction_probability_none	天より来たれ千の光！	3,45	33	staminaPlus_passive_everyone,voltageGain_acStart_none	4.2		stamina,35	45
195	riko	愛と勇気の魔法少女、りこっぴー	青空Jumping Heart	SR	natural	skill	7109	4739	5079	skillInvocationUp_probability_sameAttribute	メロディーに惹かれて	5,4	30	techniquePlus_passive_sameTeam,spGaugeGainUp_acStart_everyone	5		10,8	30
196	kasumi	あなたにご覧にいれましょう！	マジカル☆フィーバー	UR	natural	voltage	9649	4488	8302	voltageUp_probability_everyone	かすみんを好きになーれ♡	5,5.9	33	appealPlus_passive_everyone,voltageGain_appeal_none	3.2		appeal,30	15
197	kotori	魔法でなおしてあげるよ♪	僕らのLIVE 君とのLIFE	SR	active	sp	4437	3883	5548	spGaugeGainRate_probability_none	みんなも一緒にっ！	sp,6	30	staminaPlus_passive_sameAttribute,criticalPlus_musicStart_everyone	3.2		3	30
198	shizuku	水の精霊たちよ！	レインボーローズ	SR	pure	guard	4161	5548	4161	staminaRecovery_probability_none	心が躍ります♪	stamina,29	30	staminaPlus_passive_myself,staminaRecovery_acFailed_none	7		stamina,20	50
199	hanayo	あなたのために歌うね	カラフルフェスタ	UR	elegant	skill	11322	7038	12240	appealUp_probability_sameTeam	ここは私の夢の世界	5,9	33	appealPlus_passive_sameAttribute,criticalRateUp_appeal_sameTeam	5.2		3,10	20
200	hanamaru	天国ずら〜！	楽園からの使者	UR	natural	guard	9326	11433	9326	shieldGain_probability_none	願いが届くといいな♪	stamina,40	33	staminaPlus_passive_everyone,staminaRecovery_appeal_none	4.2		stamina,10	20
201	ai	来てくれたんだね！サンキュー♪	レインボーローズ	SR	cool	skill	5926	3386	7619	appealUp_probability_sameTeam	テンアゲで行こうー！	6,7	30	staminaPlus_passive_sameTeam,voltageGain_changeTeam_none	5		technique,20	20
202	kanata	すやあ〜すぴ〜すやすや〜〜	レインボーローズ	SR	cool	guard	3893	6262	6772	staminaRecovery_probability_none	ぜんぜんねむくないよ〜	stamina,32	30	techniquePlus_passive_sameTeam,damageReductionPlus_musicStart_none	5		3.2	20
203	yoshiko	あっちにいってーー……あっ！！	ベジタブル☆ワンダーランド	UR	cool	voltage	11220	7854	8976	voltageGain_probability_none	キャロット・バニー	appeal,37	33	appealPlus_passive_sameAttribute,skillInvocationUp_acSuccess_everyone	5.2		10,10	50
204	rina	みんなと一緒にひとつのお鍋	ベジタブル☆ワンダーランド	UR	natural	skill	8812	7711	11016	criticalRateUp_probability_sameTeam	野菜の国のアリス	10,10	33	appealPlus_passive_sameTeam,appealPlus_musicStart_sameTeam	7		5	50
205	emma	お野菜も入れるねー。それー♪	マーチング・ハーモニー	SR	natural	skill	5515	4824	6895	criticalRateUp_probability_sameTeam	さぁ、行進〜！	10,7	30	techniquePlus_passive_sameTeam,voltageGain_acSuccess_none	5		appeal,30	30
206	kotori	味見してみて	ベジタブル☆ワンダーランド	UR	cool	guard	5048	10326	7572	shieldGain_probability_none	ここまで登ってこれるかにゃ〜？	technique,29	33	staminaPlus_passive_sameAttribute,staminaRecovery_acSuccess_none	5.2		technique,20	30
207	eri	なんなのいきなり……	それは僕たちの奇跡	SR	active	voltage	6095	3118	4961	criticalUp_probability_sameTeam	盛り上がってますかー？	10,7	30	techniquePlus_passive_myself,voltagePlus_musicStart_sameAttribute	7		2	30
208	dia	ん〜、たまりませんわ！	Brightest Melody	SR	smile	sp	3259	4961	5953	spGaugeGainUp_probability_everyone	みんなで進みましょう！	5,4.2	30	staminaPlus_passive_sameAttribute,spGaugeGainRate_musicStart_none	3.2		technique,7	30
209	ayumu	ひたむきな努力家	レッスンタイム・ニジガク	R	pure	voltage	5920	1329	4834		練習、一生懸命頑張るね！							
210	kasumi	みんなのアイドルかすみん	レッスンタイム・ニジガク	R	natural	sp	4712	1570	5800		可愛い動きの練習ですぅ♪							
211	shizuku	大女優を目指して	レッスンタイム・ニジガク	R	active	guard	1570	6283	4229		練習も本番のように頑張ります！							
212	karin	ストレッチは欠かせないわ！	レッスンタイム・ニジガク	R	active	skill	5317	4349	2417		こういうスタイルはどうかしら？							
213	ai	たのしーこと、してみない？	レッスンタイム・ニジガク	R	elegant	guard	3260	6042	2778		体を動かす自信はあるよ！							
